Critic,Movie,Year,Recommends
Joel Mayward,Solo: A Star Wars Story,2018,1
Joel Mayward,A Quiet Place,2018,1
Joel Mayward,The Miseducation of Cameron Post,2018,0
Joel Mayward,To All the Boys I've Loved Before,2018,1
Joel Mayward,Mary Magdalene,2018,1
Joel Mayward,Mamma Mia! Here We Go Again,2018,1
Joel Mayward,Lean on Pete,2018,1
Joel Mayward,First Reformed,2018,1
Joel Mayward,The Predator,2018,0
Joel Mayward,Hold the Dark,2018,0
Joel Mayward,Apostle,2018,1
Joel Mayward,First Man,2018,1
Joel Mayward,A Star Is Born,2018,1
Joel Mayward,Thor: Ragnarok,2017,1
Joel Mayward,Blade Runner 2049,2017,1
Mike Mazzanti,Overlord,2018,1
Mike Mazzanti,Outlaw King,2018,1
Mike Mazzanti,Bad Times at the El Royale,2018,1
Mike Mazzanti,Halloween,2018,1
Mike Mazzanti,An Evening with Beverly Luff Linn,2018,1
Mike Mazzanti,The Night Comes For Us,2018,1
Mike Mazzanti,Apostle,2018,1
Mike Mazzanti,Hell Fest,2018,1
Mike Mazzanti,Don't Leave Home,2018,1
Mike Mazzanti,What Keeps You Alive,2018,0
Mike Mazzanti,Mile 22,2018,1
Mike Mazzanti,Puppet Master: The Littlest Reich,2018,1
Mike Mazzanti,The Devil and Father Amorth,2018,0
Mike Mazzanti,Mohawk,2018,1
Mike Mazzanti,Strange Weather,2017,1
Mike Mazzanti,The B-Side: Elsa Dorfman's Portrait Photography,2017,0
Mike Mazzanti,Pop Aye,2017,1
Mike Mazzanti,Scum,1980,1
Mike Mazzanti,Drone,2017,0
Mike Mazzanti,King Arthur: Legend Of The Sword,2017,1
Mike Mazzanti,Mine,2017,0
Mike Mazzanti,Bokeh,2017,0
Mike Mazzanti,Mean Dreams,2017,1
Mike Mazzanti,Wolves,2017,0
Mike Mazzanti,Kedi,2017,1
Mike Mazzanti,Youth in Oregon,2017,1
Mike Mazzanti,Railroad Tigers,2017,0
Esme Mazzeo,The Princess Switch,2018,1
Amanda Mazzillo,Summer of '84,2018,0
Amanda Mazzillo,Another WolfCop,2017,1
Amanda Mazzillo,Ant-Man and the Wasp,2018,1
Amanda Mazzillo,Siberia,2018,0
Amanda Mazzillo,Hover,2018,1
Amanda Mazzillo,Overboard,2018,1
Amanda Mazzillo,Imitation Girl,2018,1
Amanda Mazzillo,Happy Anniversary,2018,1
Amanda Mazzillo,Game Night,2018,1
Amanda Mazzillo,Desolation,2018,1
Amanda Mazzillo,Future '38,2017,1
Amanda Mazzillo,The Only Living Boy in New York,2017,0
Amanda Mazzillo,It Happened in L.A.,2017,1
Amanda Mazzillo,Creep 2,2017,1
Amanda Mazzillo,Different Flowers,2017,1
Amanda Mazzillo,Easy Living,2017,1
Amanda Mazzillo,A Boy Called Po,2017,0
Amanda Mazzillo,Shimmer Lake,2017,1
Amanda Mazzillo,Fist Fight,2017,1
Amanda Mazzillo,Don't Kill It,2017,1
Amanda Mazzillo,Lost Cat Corona,2017,1
Amanda Mazzillo,Girlfriend's Day,2017,0
Amanda Mazzillo,David Brent: Life on the Road,2017,1
Cameron McAllister,It,2017,1
Cameron McAllister,Get Out,2017,1
Cameron McAllister,No Place On Earth,2013,1
Mary Beth McAndrews,What Keeps You Alive,2018,1
Mike McCahill,Hell Fest,2018,0
Mike McCahill,Thugs of Hindostan,2018,1
Mike McCahill,Squadron 303 (Dywizjon 303),2018,0
Mike McCahill,Waiting for You,2017,0
Mike McCahill,An Artist's Eyes,2018,1
Mike McCahill,Hunter Killer,2018,0
Mike McCahill,Goosebumps 2: Haunted Halloween,2018,0
Mike McCahill,They Shall Not Grow Old,2018,1
Mike McCahill,Kler,2018,1
Mike McCahill,MFKZ,2018,0
Mike McCahill,Strangeways Here We Come,2017,0
Mike McCahill,Blindspotting,2018,1
Mike McCahill,Child of Mine,2018,1
Mike McCahill,Redcon-1,2018,0
Mike McCahill,The Intent 2: The Come Up,2018,0
Mike McCahill,Loving Pablo,2018,0
Mike McCahill,Action Point,2018,0
Mike McCahill,Upgrade,2018,1
Mike McCahill,Searching,2018,1
Mike McCahill,Yardie,2018,1
Mike McCahill,Slender Man,2018,0
Mike McCahill,Gold,2018,1
Mike McCahill,Christopher Robin,2018,0
Mike McCahill,The Festival,2018,1
Mike McCahill,The Meg,2018,1
Mike McCahill,The Darkest Minds,2018,0
Mike McCahill,Teen Titans Go! To the Movies,2018,1
Mike McCahill,Breaking Through,2015,0
Mike McCahill,Spitfire,2018,1
Mike McCahill,In Darkness,2018,1
Mike McCahill,Sanju,2018,0
Mike McCahill,Singh Is Bliing,2015,0
Mike McCahill,Puzzle,2018,1
Mike McCahill,The Little Vampire 3D,2017,0
Mike McCahill,Show Dogs,2018,0
Mike McCahill,A Love That Never Dies,2017,0
Mike McCahill,One Man's Madness,2018,1
Mike McCahill,That Good Night,2017,0
Mike McCahill,Breaking In,2018,1
Mike McCahill,Sherlock Gnomes,2018,0
Mike McCahill,October,2018,1
Mike McCahill,Cake,2018,1
Mike McCahill,Sajjan Singh Rangroot,2018,1
Mike McCahill,Dark River,2018,0
Mike McCahill,Den of Thieves,2018,0
Mike McCahill,Padmaavat,2018,1
Mike McCahill,The Brawler (Mukkabaaz),2017,1
Mike McCahill,The Star,2017,0
Mike McCahill,Ferrari: Race to Immortality,2017,0
Mike McCahill,Pokémon The Movie: I Choose You!,2017,0
Alex McCann,Won't You Be My Neighbor?,2018,1
Alex McCann,Deadpool 2,2018,1
Todd McCarthy,Creed II,2018,0
Todd McCarthy,Mary Queen of Scots,2018,1
Todd McCarthy,Bird Box,2018,0
Todd McCarthy,On the Basis of Sex,2018,0
Todd McCarthy,Dead Man,1995,0
Todd McCarthy,Someone Like You,2001,0
Todd McCarthy,The Portrait of a Lady,1996,0
Todd McCarthy,Far and Away,1992,0
Todd McCarthy,Stan & Ollie,2018,1
Todd McCarthy,Venom,2018,0
Todd McCarthy,Float Like a Butterfly,2018,1
Todd McCarthy,Green Book,2018,1
Todd McCarthy,Maria By Callas,2018,1
Todd McCarthy,The Biggest Little Farm,2019,1
Todd McCarthy,The Wedding Guest,2018,0
Todd McCarthy,Her Smell,2018,0
Todd McCarthy,Widows,2018,1
Todd McCarthy,ANIARA,2018,0
Todd McCarthy,Beautiful Boy,2018,0
Todd McCarthy,The Ghost of Peter Sellers,2018,1
Todd McCarthy,The White Crow,2018,0
Todd McCarthy,Trial by Fire,2018,0
Todd McCarthy,Hugh Hefner's After Dark: Speaking Out in America,2018,1
Todd McCarthy,What She Said: The Art of Pauline Kael,2018,1
Todd McCarthy,Destroyer,2018,0
Todd McCarthy,The Sisters Brothers,2018,1
Todd McCarthy,They'll Love Me When I'm Dead,2018,1
Todd McCarthy,The Old Man & the Gun,2018,1
Todd McCarthy,The Ballad of Buster Scruggs,2018,1
Todd McCarthy,The Other Side of the Wind,2018,1
Todd McCarthy,Roma,2018,1
Todd McCarthy,The Great Buster: A Celebration,2018,1
Todd McCarthy,Mile 22,2018,1
Todd McCarthy,The Meg,2018,0
Todd McCarthy,Christopher Robin,2018,0
Todd McCarthy,Equalizer 2,2018,0
Todd McCarthy,Mission: Impossible - Fallout,2018,1
Todd McCarthy,Ant-Man and the Wasp,2018,1
Todd McCarthy,Sicario: Day of the Soldado,2018,1
Todd McCarthy,Incredibles 2,2018,1
Todd McCarthy,Burning (Beoning),2018,1
Todd McCarthy,Searching for Ingmar Bergman (Ingmar Bergman - Vermächtnis eines Jahrhundertgenies),2018,1
Todd McCarthy,BlacKkKlansman,2018,1
Todd McCarthy,Buy Me a Gun (Cómprame un revolver),2018,0
Todd McCarthy,Climax,2018,1
Todd McCarthy,Fahrenheit 451,2018,0
Todd McCarthy,The Image Book (Le livre d'image),2018,0
Todd McCarthy,Sextape (A genoux les gars),2018,0
Todd McCarthy,The Eyes of Orson Welles,2018,1
Kevin McCarthy,Star Wars: The Last Jedi,2017,1
Kevin McCarthy,Justice League,2017,1
Kevin McCarthy,Interstellar,2014,1
Kevin McCarthy,Gravity,2013,1
Kevin McCarthy,Man of Steel,2013,1
Kevin McCarthy,Star Trek Into Darkness,2013,1
Kevin McCarthy,Iron Man 3,2013,1
Kevin McCarthy,Cloud Atlas,2012,1
Kevin McCarthy,Lawless,2012,1
Kevin McCarthy,The Expendables 2,2012,1
Kevin McCarthy,The Bourne Legacy,2012,0
Kevin McCarthy,The Dark Knight Rises,2012,1
Kevin McCarthy,Savages,2012,1
Kevin McCarthy,The Amazing Spider-Man,2012,1
Kevin McCarthy,Prometheus,2012,1
Kevin McCarthy,Marvel's The Avengers,2012,1
Kevin McCarthy,Think Like a Man,2012,0
Kevin McCarthy,The Hunger Games,2012,1
Kevin McCarthy,Act of Valor,2012,1
Kevin McCarthy,Chronicle,2012,1
Kevin McCarthy,The Grey,2012,1
Kevin McCarthy,The Devil Inside,2012,0
Kevin McCarthy,War Horse,2011,1
Kevin McCarthy,The Artist,2011,1
Kevin McCarthy,Hugo,2011,1
Kevin McCarthy,Jack and Jill,2011,0
Kevin McCarthy,Martha Marcy May Marlene,2011,1
Kevin McCarthy,In Time,2011,1
Kevin McCarthy,The Rum Diary,2011,0
Kevin McCarthy,Paranormal Activity 3,2011,1
Kevin McCarthy,The Thing,2011,0
Kevin McCarthy,The Big Year,2011,0
Kevin McCarthy,Footloose,2011,1
Kevin McCarthy,The Human Centipede II (Full Sequence),2011,0
Kevin McCarthy,Real Steel,2011,1
Kevin McCarthy,The Ides of March,2011,1
Kevin McCarthy,Killer Elite,2011,0
Kevin McCarthy,Dolphin Tale,2011,1
Kevin McCarthy,Abduction,2011,0
Kevin McCarthy,Moneyball,2011,1
Kevin McCarthy,Drive,2011,1
Kevin McCarthy,Warrior,2011,1
Kevin McCarthy,Contagion,2011,1
Kevin McCarthy,Apollo 18,2011,1
Kevin McCarthy,Final Destination 5,2011,1
Kevin McCarthy,The Help,2011,1
Kevin McCarthy,The Devil's Double,2011,0
Kevin McCarthy,Rise of the Planet of the Apes,2011,1
Kevin McCarthy,The Smurfs,2011,0
Sean L. McCarthy,Dennis Miller: Fake News - Real Jokes,2018,0
Sean L. McCarthy,John Leguizamo's Latin History for Morons,2018,1
Sean L. McCarthy,Adam Sandler: 100% Fresh,2018,1
Sean L. McCarthy,Bert Kreischer: Secret Time,2018,1
Sean L. McCarthy,Drew Michael,2018,1
Sean L. McCarthy,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,2018,1
Sean L. McCarthy,Jim Jeffries: This Is Me Now,2018,1
Sean L. McCarthy,W. Kamau Bell: Private School Negro,2018,1
Sean L. McCarthy,Hannah Gadsby: Nanette,2018,1
Sean L. McCarthy,Ali Wong: Hard Knock Wife,2018,1
Sean L. McCarthy,Tig Notaro: Happy to Be Here,2018,1
Sean L. McCarthy,Eddie Murphy Delirious,1983,1
Sean L. McCarthy,Chris Rock: Tamborine,2018,1
Sean L. McCarthy,Def Comedy Jam 25,2017,1
Sean L. McCarthy,Rodney Carrington: Here Comes The Truth,2017,1
Sean L. McCarthy,Michelle Wolf: Nice Lady,2017,1
Sean L. McCarthy,Maria Bamford: Old Baby,2017,1
Sean L. McCarthy,Mike Birbiglia: Thank God for Jokes,2017,1
Sean L. McCarthy,Marc Maron: Too Real,2017,1
Sean L. McCarthy,Patton Oswalt: Annihilation,2017,1
Sean L. McCarthy,Judah Friedlander: America is the Greatest Country in the United States,2017,1
Sean L. McCarthy,Chris D'Elia: Man On Fire,2017,0
Sean L. McCarthy,Jerrod Carmichael: 8,2017,1
Sean L. McCarthy,Martin Lawrence: Doin' Time: Uncut,2016,1
Sean L. McCarthy,Amy Schumer: The Leather Special,2017,1
Sean L. McCarthy,Louis C.K.: 2017,2017,1
Sean L. McCarthy,Christina P: Mother Inferior,2017,1
Sean L. McCarthy,Jerry Before Seinfeld,2017,1
Jenny McCartney,You Were Never Really Here,2018,0
Jenny McCartney,Journey's End,2018,1
Jenny McCartney,Mean Girls,2004,1
Jenny McCartney,The Dark Knight Rises,2012,1
Jenny McCartney,Inception,2010,1
Jenny McCartney,Kick-Ass 2,2013,0
Jenny McCartney,Le Week-End,2014,1
Jenny McCartney,112 Weddings,2013,1
Jenny McCartney,Cold Comes The Night,2014,1
Jenny McCartney,Blackfish,2013,1
Jenny McCartney,Frances Ha,2013,1
Jenny McCartney,Persepolis,2007,1
Jenny McCartney,The Sapphires,2013,1
Jenny McCartney,Skyfall,2012,1
Jenny McCartney,The Amazing Spider-Man,2012,1
Jenny McCartney,Moonrise Kingdom,2012,1
Jenny McCartney,What to Expect When You're Expecting,2012,0
Jenny McCartney,The Dictator,2012,0
Jenny McCartney,2 Days in New York,2012,1
Jenny McCartney,Greenberg,2010,1
Jenny McCartney,The Duchess,2008,1
Jenny McCartney,Hellboy II: The Golden Army (Hellboy 2),2008,1
Jenny McCartney,Miss Pettigrew Lives for a Day,2008,1
Esau McCaulley,Black Panther,2018,1
Sophia McClennen,Fahrenheit 11/9,2018,1
Thaddeus McCollum,The Oath,2018,0
Thaddeus McCollum,Eighth Grade,2018,1
Thaddeus McCollum,Beirut,2018,0
Thaddeus McCollum,The Death of Stalin,2018,1
Thaddeus McCollum,Ferdinand,2017,0
Thaddeus McCollum,The Disaster Artist,2017,1
Thaddeus McCollum,Coco,2017,1
Thaddeus McCollum,Wonderstruck,2017,1
Thaddeus McCollum,The Florida Project,2017,1
Thaddeus McCollum,The Mountain Between Us,2017,0
Thaddeus McCollum,Logan Lucky,2017,1
Thaddeus McCollum,Alien: Covenant,2017,1
Thaddeus McCollum,The Discovery,2017,1
Thaddeus McCollum,Deidra & Laney Rob a Train,2017,0
Thaddeus McCollum,Burning Sands,2017,1
Thaddeus McCollum,I Am Not Your Negro,2017,1
Thaddeus McCollum,Jackie,2016,1
Thaddeus McCollum,Absolutely Fabulous: The Movie,2016,1
Garry McConnachie,Peripheral,2018,1
Garry McConnachie,Hold the Dark,2018,1
Garry McConnachie,What Keeps You Alive,2018,1
Garry McConnachie,Mission: Impossible - Fallout,2018,1
Garry McConnachie,Hereditary,2018,1
Garry McConnachie,Solo: A Star Wars Story,2018,1
Garry McConnachie,Deadpool 2,2018,1
Garry McConnachie,Ready Player One,2018,1
Garry McConnachie,Annihilation,2018,1
Garry McConnachie,Mute,2018,1
Garry McConnachie,Maze Runner: The Death Cure,2018,1
Garry McConnachie,The Ritual,2017,1
Garry McConnachie,Bright,2017,0
Garry McConnachie,It,2017,1
Garry McConnachie,Ruin Me,2018,1
Garry McConnachie,Still/Born,2018,1
Garry McConnachie,Mayhem,2017,1
Garry McConnachie,Captain Underpants: The First Epic Movie (Captain Underpants),2017,1
Garry McConnachie,47 Meters Down,2017,0
Garry McConnachie,Patriots Day,2017,1
Garry McConnachie,Hacksaw Ridge,2016,1
Garry McConnachie,The Transfiguration,2017,1
Garry McConnachie,The Void,2017,1
Garry McConnachie,Guardians of the Galaxy Vol. 2,2017,0
Garry McConnachie,Free Fire,2017,1
Garry McConnachie,Headshot,2017,1
Garry McConnachie,A Cure For Wellness,2017,1
Garry McConnachie,Silence,2017,1
Garry McConnachie,Get Out,2017,1
Garry McConnachie,Eddie The Eagle,2016,1
Garry McConnachie,The Huntsman: Winter's War,2016,0
Garry McConnachie,Arrival,2016,1
Garry McConnachie,I Am Not Your Negro,2017,1
Garry McConnachie,Raw,2017,1
Garry McConnachie,Alien: Covenant,2017,1
Garry McConnachie,Personal Shopper,2017,1
Garry McConnachie,Elle,2016,1
Garry McConnachie,Dark Night,2017,1
Garry McConnachie,Hounds of Love,2017,1
Garry McConnachie,La La Land,2016,1
Garry McConnachie,Detour,2017,1
Garry McConnachie,T2 Trainspotting,2017,1
Garry McConnachie,Blair Witch,2016,0
Garry McConnachie,It Stains the Sands Red,2017,1
Garry McConnachie,"Goodnight Mommy (Ich seh, Ich seh)",2015,1
Garry McConnachie,The Jungle Book,2016,1
Garry McConnachie,Spotlight,2015,1
Garry McConnachie,Batman v Superman: Dawn of Justice,2016,1
Garry McConnachie,Mojave,2016,0
Garry McConnachie,Midnight Special,2016,1
Roe McDermott,Widows,2018,1
Roe McDermott,"Juliet, Naked",2018,1
Roe McDermott,The Nutcracker and the Four Realms,2018,0
Roe McDermott,Wildlife,2018,1
Roe McDermott,Good Favour,2017,1
Roe McDermott,Peterloo,2019,1
Roe McDermott,Touch Me Not,2018,0
Roe McDermott,Halloween,2018,1
Roe McDermott,Katie,2018,1
Roe McDermott,The Gospel According to André,2018,0
Roe McDermott,A Star Is Born,2018,1
Roe McDermott,Mandy,2018,1
Roe McDermott,Bad Times at the El Royale,2018,0
Roe McDermott,Rosie,2018,1
Roe McDermott,Losing Alaska,2018,1
Roe McDermott,The Meeting,2018,1
Roe McDermott,Crazy Rich Asians,2018,1
Roe McDermott,American Animals,2018,1
Roe McDermott,"I, Dolours",2018,1
Roe McDermott,The King,2018,1
Roe McDermott,Black '47,2018,0
Roe McDermott,The Children Act,2018,0
Roe McDermott,BlacKkKlansman,2018,1
Roe McDermott,Older Than Ireland,2016,1
Roe McDermott,Equalizer 2,2018,1
Roe McDermott,Unfriended: Dark Web,2018,1
Roe McDermott,The Darkest Minds,2018,0
Roe McDermott,The Image You Missed,2018,1
Roe McDermott,Mission: Impossible - Fallout,2018,1
Roe McDermott,First Reformed,2018,1
Roe McDermott,Hotel Artemis,2018,1
Roe McDermott,Sicario: Day of the Soldado,2018,1
Roe McDermott,Mary Shelley,2018,0
Roe McDermott,Dublin Oldschool,2018,1
Roe McDermott,On Chesil Beach,2018,1
Roe McDermott,Solo: A Star Wars Story,2018,1
Roe McDermott,Anon,2018,0
Roe McDermott,Breaking In,2018,1
Roe McDermott,The Delinquent Season,2018,1
Roe McDermott,Beast,2018,1
Roe McDermott,"Love, Simon",2018,1
Roe McDermott,A Quiet Place,2018,1
Roe McDermott,Making the Grade,2017,1
Roe McDermott,Michael Inside,2017,1
Roe McDermott,Lady Bird,2017,1
Roe McDermott,"I, Tonya",2018,1
Roe McDermott,Game Night,2018,1
Roe McDermott,Black Panther,2018,1
Roe McDermott,Den of Thieves,2018,0
Roe McDermott,"Roman J. Israel, Esq.",2017,0
Maitland McDonagh,Welcome Home,2018,1
Maitland McDonagh,The Super,2018,1
Maitland McDonagh,Overlord,2018,1
Maitland McDonagh,Speed Kills,2018,1
Maitland McDonagh,Daughters of the Sexual Revolution: The Untold Story of the Dallas Cowboys Cheerleaders,2018,1
Maitland McDonagh,Don't Go,2018,1
Maitland McDonagh,London Fields,2018,0
Maitland McDonagh,Suspiria,2018,0
Maitland McDonagh,Face,2002,1
Maitland McDonagh,Jack Brooks: Monster Slayer,2007,1
Maitland McDonagh,Look Away,2018,0
Maitland McDonagh,A Crooked Somebody,2018,1
Maitland McDonagh,Chasing the Blues,2018,1
Maitland McDonagh,Maximum Impact,2018,0
Maitland McDonagh,Peppermint,2018,0
Maitland McDonagh,Blood Fest,2018,1
Maitland McDonagh,What Keeps You Alive,2018,1
Maitland McDonagh,Puppet Master: The Littlest Reich,2018,0
Maitland McDonagh,211,2018,0
Maitland McDonagh,Elizabeth Harvest,2018,1
Maitland McDonagh,14 Cameras,2018,1
Maitland McDonagh,King Cohen: The Wild World of Filmmaker Larry Cohen,2018,1
Maitland McDonagh,Black Water,2018,0
Maitland McDonagh,Deep Impact,1998,0
Maitland McDonagh,China Salesman,2018,0
Maitland McDonagh,Superfly,2018,0
Maitland McDonagh,Discreet,2018,1
Maitland McDonagh,In Darkness,2018,1
Maitland McDonagh,How to Talk to Girls at Parties,2018,1
Maitland McDonagh,Dark Crimes,2018,0
Maitland McDonagh,Breaking In,2018,1
Maitland McDonagh,Bad Samaritan,2018,1
Maitland McDonagh,Ghost Stories,2018,1
Maitland McDonagh,Traffik,2018,1
Maitland McDonagh,The Leading Man,1998,0
Maitland McDonagh,Mercury,2018,1
Maitland McDonagh,Allure,2018,1
Maitland McDonagh,Keep the Change,2018,1
Maitland McDonagh,Death Wish,2018,0
Maitland McDonagh,Pickings,2018,1
Maitland McDonagh,Curvature,2018,0
Maitland McDonagh,7 Guardians of the Tomb,2018,0
Maitland McDonagh,Looking Glass,2018,1
Maitland McDonagh,Bomb City,2018,1
Maitland McDonagh,Braven,2018,1
Maitland McDonagh,Like Me,2018,1
Maitland McDonagh,Mom and Dad,2018,0
Maitland McDonagh,Den of Thieves,2018,1
Maitland McDonagh,Delirium,2018,0
Maitland McDonagh,Maze Runner: The Death Cure,2018,0
Soraya Nadia McDonald,Widows,2018,1
Soraya Nadia McDonald,Jinn,2018,1
Soraya Nadia McDonald,The Hate U Give,2018,0
Soraya Nadia McDonald,Student Athlete,2018,1
Soraya Nadia McDonald,Crazy Rich Asians,2018,1
Soraya Nadia McDonald,Crime + Punishment,2018,1
Soraya Nadia McDonald,BlacKkKlansman,2018,1
Soraya Nadia McDonald,Blindspotting,2018,1
Soraya Nadia McDonald,Sorry to Bother You,2018,1
Soraya Nadia McDonald,Whitney,2018,1
Soraya Nadia McDonald,Fahrenheit 451,2018,0
Soraya Nadia McDonald,Unsane,2018,1
Soraya Nadia McDonald,A Wrinkle in Time,2018,0
Soraya Nadia McDonald,Thor: Ragnarok,2017,1
Soraya Nadia McDonald,Marshall,2017,0
Soraya Nadia McDonald,Weiner,2016,1
Soraya Nadia McDonald,T-Rex,2016,1
Soraya Nadia McDonald,Pervert Park,2015,1
Soraya Nadia McDonald,Miss Sharon Jones!,2016,1
Soraya Nadia McDonald,Maya Angelou: And Still I Rise,2016,1
Soraya Nadia McDonald,Check It,2016,1
Soraya Nadia McDonald,Dumb: The Story of Big Brother Magazine,2017,1
Soraya Nadia McDonald,Unacknowledged,2017,1
Soraya Nadia McDonald,The Fits,2016,1
Soraya Nadia McDonald,Free State of Jones,2016,0
Soraya Nadia McDonald,Ghostbusters,2016,0
Soraya Nadia McDonald,The Birth of a Nation,2016,0
Soraya Nadia McDonald,13th,2016,1
Soraya Nadia McDonald,Hidden Figures,2017,1
Soraya Nadia McDonald,La La Land,2016,0
Soraya Nadia McDonald,Little Boxes,2017,1
Soraya Nadia McDonald,The Immortal Life of Henrietta Lacks,2017,1
Soraya Nadia McDonald,Sleight,2017,1
Soraya Nadia McDonald,The Incredible Jessica James,2017,1
Soraya Nadia McDonald,Step,2017,1
Soraya Nadia McDonald,Whose Streets?,2017,1
Soraya Nadia McDonald,Whitney: Can I Be Me,2017,1
Soraya Nadia McDonald,Crown Heights,2017,0
Soraya Nadia McDonald,Mudbound,2017,1
Soraya Nadia McDonald,The Gospel According to André,2018,1
Soraya Nadia McDonald,Grace Jones: Bloodlight and Bami,2018,1
Soraya Nadia McDonald,The Final Year,2018,1
Soraya Nadia McDonald,Sighted Eyes/Feeling Heart,2017,1
Soraya Nadia McDonald,The Shape of Water,2017,1
Soraya Nadia McDonald,Battle of the Sexes,2017,0
John McDonald,Suspiria,2018,0
John McDonald,1%,2017,0
John McDonald,Bohemian Rhapsody,2018,1
John McDonald,Jurassic World: Fallen Kingdom,2018,0
John McDonald,Sicario: Day of the Soldado,2018,0
John McDonald,Mary Shelley,2018,0
John McDonald,The Gospel According to André,2018,1
John McDonald,The Breaker Upperers,2018,1
John McDonald,Whitney,2018,1
John McDonald,The Wife,2018,1
John McDonald,On Chesil Beach,2018,1
John McDonald,BlacKkKlansman,2018,1
John McDonald,Crazy Rich Asians,2018,0
John McDonald,The Insult (L'insulte),2018,1
John McDonald,You Were Never Really Here,2018,1
John McDonald,Loro,2018,1
John McDonald,Ladies in Black,2018,1
John McDonald,"Don't Worry, He Won't Get Far on Foot",2018,1
John McDonald,The Seagull,2018,1
John McDonald,Fahrenheit 11/9,2018,1
John McDonald,A Star Is Born,2018,1
Brandy McDonnell,The Grinch,2018,0
Brandy McDonnell,Wildlife,2018,1
Brandy McDonnell,The Nutcracker and the Four Realms,2018,1
Brandy McDonnell,Halloween,2018,1
Brandy McDonnell,The Old Man & the Gun,2018,1
Brandy McDonnell,First Man,2018,1
Brandy McDonnell,Hal,2018,1
Brandy McDonnell,Smallfoot,2018,1
Brandy McDonnell,A Simple Favor,2018,1
Brandy McDonnell,Smokey and the Bandit,1977,1
Brandy McDonnell,Papillon,2018,0
Brandy McDonnell,Cars 2,2011,1
Brandy McDonnell,Fly Me to the Moon,2008,1
Brandy McDonnell,Mars Needs Moms,2011,1
Brandy McDonnell,Twilight Saga: Breaking Dawn Part 1,2011,0
Brandy McDonnell,The Last Station,2010,1
Brandy McDonnell,Extraordinary Measures,2010,0
Brandy McDonnell,Frozen River,2008,1
Brandy McDonnell,The Bourne Ultimatum,2007,1
Brandy McDonnell,Talk to Me,2007,1
Brandy McDonnell,Made of Honor,2008,0
Brandy McDonnell,Inland Empire,2006,0
Brandy McDonnell,Blue Valentine,2010,0
Brandy McDonnell,The Boys Are Back,2009,1
Brandy McDonnell,Of Gods and Men,2011,1
Brandy McDonnell,Rudderless,2014,1
Brandy McDonnell,Once,2007,1
Brandy McDonnell,The 5th Quarter,2011,1
Brandy McDonnell,Shrek the Third,2007,1
Brandy McDonnell,Lebanon (Levanon),2010,1
Brandy McDonnell,Country Strong,2011,0
Brandy McDonnell,Evan Almighty,2007,1
Brandy McDonnell,The First Grader,2011,1
Brandy McDonnell,Margin Call,2011,1
Brandy McDonnell,Been Rich All My Life,2006,1
Brandy McDonnell,Ghosts of Girlfriends Past,2009,0
Brandy McDonnell,The Grace Card,2011,0
Brandy McDonnell,Surf's Up,2007,1
Brandy McDonnell,Slumdog Millionaire,2008,1
Brandy McDonnell,Alvin and the Chipmunks,2007,1
Brandy McDonnell,The White Ribbon (Das weisse Band),2009,1
Brandy McDonnell,Jumper,2008,0
Brandy McDonnell,28 Weeks Later...,2007,0
Brandy McDonnell,Amelia,2009,0
Brandy McDonnell,Inglourious Basterds,2009,1
Brandy McDonnell,City of Ember,2008,1
Brandy McDonnell,Biutiful,2010,1
Brandy McDonnell,Up,2009,1
Brandy McDonnell,Not Easily Broken,2009,0
Brandy McDonnell,The Illusionist (L'illusionniste),2010,1
Katie McDonough,A Star Is Born,2018,1
Julie McDowall,A Song for Jenny,2015,1
Julie McDowall,The Bomb,2016,1
Cameron K. McEwan,The Lego Batman Movie,2017,1
Cameron K. McEwan,David Brent: Life on the Road,2017,0
Melanie McFarland,Aliens,1986,1
Melanie McFarland,RBG,2018,1
Melanie McFarland,August 28th: A Day in the Life of a People,2018,1
Melanie McFarland,Sorry to Bother You,2018,1
Melanie McFarland,Hannah Gadsby: Nanette,2018,1
Melanie McFarland,Sadie,2018,1
Melanie McFarland,Fahrenheit 451,2018,0
Melanie McFarland,Battlestar Galactica: The Miniseries,2003,1
Melanie McFarland,Jesus Christ Superstar Live in Concert,2018,1
Melanie McFarland,Mister Rogers: It's You I Like,2018,1
Melanie McFarland,Baltimore Rising,2017,1
Melanie McFarland,The Problem with Apu,2017,1
Melanie McFarland,Whistle and I'll Come to You,1968,1
Melanie McFarland,Spielberg,2017,1
Melanie McFarland,Sharknado 5: Global Swarming,2017,0
Melanie McFarland,To the Bone,2017,1
Melanie McFarland,The Wizard of Lies,2017,1
Melanie McFarland,The Red Turtle (La tortue rouge),2017,1
Melanie McFarland,Tower,2016,1
Melanie McFarland,Bright Lights: Starring Carrie Fisher and Debbie Reynolds,2017,1
Melanie McFarland,Barry,2016,1
Melanie McFarland,Black America Since MLK: And Still I Rise,2016,1
Melanie McFarland,Hamilton's America,2016,1
Melanie McFarland,Killing Reagan,2016,0
Melanie McFarland,Mortal Kombat: Annihilation,1997,0
Melanie McFarland,Woo,1998,0
Melanie McFarland,Can't Hardly Wait,1998,0
Melanie McFarland,Princess Mononoke (Mononoke-hime),1999,1
Melanie McFarland,Ghost Ship,2002,0
Melanie McFarland,Blue Crush,2002,0
Melanie McFarland,Windtalkers,2002,1
